ENSRNOG00000000034	3.1789	3.12929	3.21689	3.22007	3.14515	3.09607	2.88755	3.14946	3.19058	3.38025	3.16103	3.33805	3.10586	3.13762	3.06826	3.09921	3.1102	3.2567	3.12852	3.04629	3.19271	3.39154	3.25731	3.11578	3.14845
ENSRNOG00000000036	-0.00428	0.24986	0.55322	-0.20587	0.35404	0.06221	0.26066	0.05836	0.36204	-0.0042	-0.15726	0.25087	0.73729	0.47129	0.74406	0.63784	0.2138	0.7602	-0.1091	0.31085	-0.59275	0.43774	0.59834	0.27576	0.0502
ENSRNOG00000000040	2.19892	2.48202	2.24466	1.84931	2.32831	2.39312	2.09215	2.40078	2.03449	2.46453	2.24521	2.43208	2.3217	2.05196	2.36341	2.05214	2.07122	2.35637	2.26856	2.28211	1.99687	2.10446	2.44566	2.19212	2.2128
ENSRNOG00000000041	0.87928	0.76442	0.72798	0.57577	1.116	1.16196	0.63462	0.96351	1.10844	0.76672	0.41145	0.95329	1.08643	0.4375	1.2202	1.15103	1.017	0.76235	0.32427	0.83783	1.44565	0.47938	0.73193	0.60469	0.73898
ENSRNOG00000000042	6.48257	6.37856	6.47811	6.57209	6.46067	6.49328	6.50367	6.5574	6.52222	6.41433	6.4462	6.4433	6.48858	6.43046	6.512	6.56951	6.46018	6.47622	6.42804	6.45594	6.53826	6.50384	6.46096	6.54037	6.48237
ENSRNOG00000000043	4.00938	3.90606	3.9201	3.90676	3.83979	4.07676	3.90782	3.95166	3.95544	4.0208	3.70071	4.06418	4.15397	3.96396	3.82614	4.08084	3.94805	3.98151	3.90241	3.73336	4.07376	3.98691	3.85476	3.98053	3.77501
ENSRNOG00000000044	7.59087	7.60987	7.55714	7.59449	7.61092	7.5417	7.5421	7.6388	7.49942	7.5643	7.60533	7.58053	7.57934	7.59105	7.63089	7.58438	7.58146	7.62021	7.57925	7.55805	7.55705	7.58217	7.55424	7.59168	7.5275
ENSRNOG00000000047	4.55049	4.36408	4.37628	4.46818	4.60801	4.58144	4.53087	4.28455	4.28601	4.33088	4.58272	4.3571	4.44158	4.50454	4.5086	4.39519	4.6894	4.45018	4.41356	4.43947	4.58535	4.47018	4.40974	4.40886	4.59892
ENSRNOG00000000048	6.33832	6.35767	6.35845	6.36095	6.36948	6.40032	6.33697	6.36745	6.3713	6.45939	6.31888	6.408	6.31139	6.3212	6.27331	6.27282	6.33419	6.31561	6.37876	6.35245	6.40023	6.3393	6.39382	6.31657	6.21968
ENSRNOG00000000054	8.54252	8.56373	8.52727	8.54196	8.59902	8.52356	8.51136	8.56734	8.53751	8.57641	8.58564	8.523	8.54944	8.5367	8.5457	8.52743	8.49895	8.60919	8.55563	8.57387	8.54503	8.53479	8.58819	8.51046	8.50101
ENSRNOG00000000060	2.04053	2.1218	2.05347	2.00681	1.9616	2.05436	2.16197	2.10768	2.42789	1.82978	2.17808	2.21733	1.95921	2.27882	2.44376	2.05214	2.3727	2.01384	2.169	2.078	1.80315	2.03968	2.0526	2.18236	2.18951
ENSRNOG00000000062	2.57027	2.53099	2.7013	2.55809	2.46082	2.45227	2.21768	2.53573	2.54407	2.27865	2.3404	2.80554	2.39969	2.47481	2.4086	2.47605	2.44415	2.32555	2.66755	2.25954	2.47027	2.68153	2.37716	2.37465	2.3867
ENSRNOG00000000064	4.19998	3.87685	4.04147	3.88325	3.99752	3.98244	3.82436	4.05662	3.87612	3.96367	4.12299	4.05538	3.95249	3.82384	4.0902	4.01836	3.87606	3.96518	3.93678	4.10169	3.70755	4.16771	4.05307	3.80417	3.97237
ENSRNOG00000000065	0.92266	1.10669	0.55322	1.03185	0.78323	1.22147	1.03123	1.00876	0.7373	1.28852	1.26647	0.92779	0.88017	0.99725	1.02509	1.07641	0.75329	0.82038	0.71471	0.91234	1.48847	0.76077	1.0138	1.25199	1.02685
ENSRNOG00000000066	4.73675	4.65883	4.64995	4.72969	4.88655	4.64077	4.83331	4.75817	4.68295	4.78337	4.77104	4.72228	4.64541	4.83817	4.68975	4.73733	4.80829	4.76353	4.68984	4.77595	4.8316	4.75079	4.73902	4.76009	4.79104
ENSRNOG00000000068	3.89966	3.98975	3.8414	3.87986	3.87224	3.97669	3.88067	3.63988	4.02811	3.69301	3.80103	3.96737	3.88291	3.8074	3.90709	3.64479	3.83867	3.71075	3.82857	3.73945	3.88275	3.7924	3.91147	3.87558	3.77137
ENSRNOG00000000070	6.70117	6.68423	6.72168	6.62317	6.63149	6.55483	6.70859	6.70969	6.62219	6.57609	6.6981	6.56409	6.65633	6.60662	6.74164	6.63216	6.65291	6.63545	6.72487	6.65764	6.57902	6.57644	6.67633	6.64638	6.71882
ENSRNOG00000000073	2.486	2.55012	2.60868	2.47964	2.77269	2.65293	2.31284	2.51954	2.67529	2.54003	2.53181	2.47672	2.54405	2.49138	2.5764	2.63695	2.56813	2.54653	2.50467	2.65493	2.61687	2.45185	2.3671	2.67536	2.48563
ENSRNOG00000000075	4.50304	4.38288	4.35829	4.48166	4.47853	4.30709	4.39006	4.4194	4.53959	4.36243	4.38852	4.47183	4.52225	4.27744	4.45791	4.39992	4.34731	4.37441	4.44701	4.48881	4.62853	4.48242	4.37252	4.47232	4.46713
ENSRNOG00000000081	1.26367	1.50989	0.81677	1.21521	0.91228	1.25982	1.6327	1.49634	1.01018	1.07667	0.24386	1.34877	1.32198	1.39951	1.15805	1.33536	1.30713	0.9062	1.09825	0.99662	1.44081	0.9975	0.82097	1.25199	1.1526
ENSRNOG00000000082	4.34657	4.22815	4.15895	4.35552	4.11614	4.21737	4.35819	4.23829	4.1087	4.13782	4.20397	3.92611	4.23904	4.23872	4.44061	4.29718	4.29582	4.31028	4.26075	4.13616	4.37955	4.3255	4.01493	4.5001	4.17864
ENSRNOG00000000091	-0.08793	-0.37823	0.03732	0.36457	-0.00531	0.07904	-1.10344	-0.25603	0.40124	-0.89781	0.40911	-0.44356	-0.20306	-0.09389	-0.11756	0.10072	-1.37505	0.03752	-0.16575	0.31085	-0.69552	0.62886	0.01251	-0.35997	0.07888
ENSRNOG00000000095	4.75936	4.97775	4.96895	4.88489	4.89047	4.92507	4.97745	4.85975	4.88965	5.03245	4.91544	4.95626	4.88795	4.84463	4.93184	4.91139	4.91991	4.99331	4.76185	4.87762	4.92333	4.97003	4.78129	4.88421	4.93453
ENSRNOG00000000096	1.62058	1.60443	1.64232	1.6408	1.00201	1.75204	1.77319	1.7808	1.50955	0.94397	2.2561	1.64325	1.32198	1.51743	1.59332	1.35498	1.87835	1.63256	1.4583	1.26934	1.66478	1.42027	1.18387	1.1354	1.31206
ENSRNOG00000000098	3.49858	3.53184	3.39886	3.45236	3.5341	3.58189	3.59957	3.64362	3.65147	3.59462	3.45374	3.58643	3.5525	3.36587	3.37188	3.55435	3.64433	3.49691	3.46338	3.6027	3.60316	3.48209	3.40225	3.54704	3.49089
ENSRNOG00000000104	5.6201	5.60172	5.51506	5.57892	5.57945	5.57742	5.65107	5.60335	5.58304	5.6725	5.68705	5.61744	5.62015	5.65714	5.64688	5.65955	5.66518	5.63438	5.62977	5.73986	5.63179	5.67297	5.69753	5.59487	5.67542
ENSRNOG00000000105	-0.42603	-0.31594	0.0881	-0.26469	-0.96235	0.37333	0.12738	-0.35407	0.10699	-1.06452	-0.71477	-0.23334	-0.84602	-0.30649	-0.53005	0.00462	-0.49621	-0.15186	-1.1107	-0.49	-0.02588	0.02087	-0.33611	-0.00737	-0.17308
ENSRNOG00000000108	2.11724	1.90116	2.11598	1.91704	1.44755	1.81779	2.17329	1.821	1.67551	1.87422	1.64353	1.6895	1.49184	1.83549	2.03493	1.85956	1.93613	2.11342	1.7462	1.97095	1.82187	1.90067	1.86523	1.90214	2.05423
ENSRNOG00000000111	4.0244	4.14251	4.11677	3.83154	4.06153	3.97957	3.87721	3.88711	4.15722	4.03718	3.85217	4.07584	3.8381	4.04474	3.90078	4.01219	3.81191	3.9212	4.14906	3.91576	3.99427	4.11836	3.98565	4.02507	3.86254
ENSRNOG00000000112	3.8415	4.0615	4.0056	4.02197	3.89193	3.99101	3.79902	3.93978	3.89307	3.92898	3.85576	4.09028	3.82048	3.92181	3.82614	3.87964	3.86122	3.86516	3.79557	3.74352	3.93099	3.88382	3.86219	3.85114	3.9927
ENSRNOG00000000113	1.31342	1.02699	0.90439	1.39696	1.08649	1.25982	1.32301	1.16268	1.12942	0.88727	1.10717	1.34877	0.93358	1.2711	1.39204	1.27485	0.87648	1.25044	1.14558	1.4396	1.14615	1.24745	1.22899	0.63192	1.05289
ENSRNOG00000000121	3.58889	3.52218	3.68112	3.54089	3.778	3.68414	3.73555	3.72708	3.58626	3.80055	3.54981	3.60666	3.6985	3.60536	3.65294	3.66851	3.58686	3.77679	3.87143	3.69809	3.65107	3.6434	3.7774	3.54323	3.66563
ENSRNOG00000000122	4.58297	4.53464	4.42647	4.58935	4.68448	4.56229	4.62246	4.52453	4.55454	4.73796	4.54312	4.58621	4.58825	4.57811	4.64122	4.61244	4.42498	4.52664	4.67177	4.60748	4.64435	4.72423	4.70347	4.53486	4.58324
ENSRNOG00000000123	9.60547	9.62246	9.6193	9.63206	9.63528	9.56122	9.59814	9.62989	9.61797	9.62213	9.62267	9.61943	9.60503	9.61312	9.60568	9.58028	9.63181	9.61651	9.63136	9.60987	9.63021	9.62264	9.64379	9.61161	9.57891
ENSRNOG00000000127	7.51781	7.50164	7.48496	7.60659	7.46602	7.51047	7.49497	7.53361	7.48942	7.49187	7.49473	7.43567	7.53061	7.50215	7.48505	7.53202	7.51813	7.4305	7.4702	7.43757	7.47883	7.51017	7.51777	7.5548	7.45275
ENSRNOG00000000129	-0.32108	0.15308	-1.31746	-0.04257	-0.12689	-0.02731	-0.50496	0.34235	-0.52457	-0.59188	0.15354	-0.35326	-0.26188	-0.30649	-0.39969	0.27561	0.01361	0.06265	-0.22471	0.02003	-0.40686	-0.03386	0.41524	0.03664	-0.95518
ENSRNOG00000000130	5.31892	5.26939	5.30036	5.50382	5.38607	5.39561	5.44711	5.37376	5.18084	5.27549	5.4432	5.35223	5.30888	5.39634	5.31315	5.4314	5.37124	5.28654	5.40512	5.39634	5.42994	5.34726	5.50459	5.38959	5.34215
ENSRNOG00000000133	4.51195	4.57492	4.54481	4.43159	4.42816	4.61141	4.51761	4.56458	4.58828	4.55445	4.61481	4.46298	4.55244	4.59545	4.61653	4.68984	4.53199	4.55131	4.637	4.5667	4.44443	4.54678	4.6149	4.56164	4.63169
ENSRNOG00000000137	2.18116	2.1218	1.65922	1.90375	1.82074	1.92906	1.69684	1.94744	1.75184	1.78393	1.64353	1.76345	1.82431	2.08507	1.93962	1.78919	2.0187	2.10134	2.07434	2.03878	2.26663	1.68037	2.14966	1.71168	1.7384
ENSRNOG00000000138	1.70998	2.20864	2.21069	2.22559	2.2813	2.06522	1.94147	2.09681	2.02222	2.11546	1.99515	2.13058	2.08256	2.12808	1.86378	2.17863	1.96418	1.89293	2.07434	2.01203	1.89444	2.17855	2.4167	2.12235	1.98828
ENSRNOG00000000142	2.38879	2.33535	2.35244	2.20406	2.45023	2.53278	2.12748	2.26166	2.31166	2.32208	1.5043	2.19613	2.48266	2.12808	2.14583	2.1225	2.15878	2.27268	1.87815	2.078	2.3203	2.33792	1.41621	2.10178	2.28049
ENSRNOG00000000145	5.51947	5.5504	5.63304	5.52242	5.52877	5.55831	5.57099	5.4874	5.62118	5.6191	5.64002	5.56257	5.49804	5.5682	5.62503	5.56375	5.62511	5.52335	5.61828	5.56341	5.61041	5.55623	5.60214	5.58379	5.63935
ENSRNOG00000000150	3.81296	3.86544	3.52862	3.80676	3.74373	3.95348	3.71247	3.86485	3.63946	3.9942	3.88412	3.92611	3.80981	3.85937	3.87203	3.76332	3.86494	3.81796	3.77314	3.90126	3.73744	3.86525	3.69537	3.74571	3.77919
ENSRNOG00000000151	-0.48151	-0.80624	-0.44988	-0.04257	-0.48497	0.18687	0.08007	-0.13317	-0.3232	0.19581	-0.15726	-1.06648	-0.38726	0.09137	-0.59993	-0.26801	-0.49621	-0.33667	-0.48809	-0.49	0.16221	-0.48918	-0.33611	-0.67785	0.37321
ENSRNOG00000000155	4.87294	4.66542	4.90843	4.8832	4.83049	4.77757	4.87549	4.7702	4.90143	4.77558	4.79551	4.76791	4.7252	4.81861	4.89103	4.74478	4.70818	4.86524	4.77319	4.88501	4.87034	4.73246	4.66296	4.79894	4.84421
ENSRNOG00000000156	1.42324	1.5293	1.51821	1.10337	1.08649	1.80487	1.26072	1.35747	1.34188	0.88727	1.67633	1.42366	1.56136	1.2322	1.54557	1.43089	1.16935	1.51	1.3614	1.15172	1.46484	1.57459	1.58191	1.09434	1.00032
ENSRNOG00000000157	4.68414	4.59117	4.74795	4.57476	4.47331	4.66419	4.72598	4.46239	4.64942	4.61899	4.72671	4.67517	4.72709	4.57228	4.75593	4.72041	4.6725	4.69687	4.75805	4.59627	4.67562	4.69718	4.7312	4.79574	4.71561
ENSRNOG00000000158	2.85977	2.82605	2.87039	2.89684	2.84722	2.85433	2.77321	2.86541	3.08831	2.91805	3.02118	3.09049	2.78832	2.79475	2.80989	2.87976	2.93703	2.65793	2.89921	2.77116	2.84454	2.76406	2.70718	2.87037	2.73923
ENSRNOG00000000161	1.70998	1.25397	1.49957	1.25762	1.03072	1.12088	1.34319	1.22393	1.0829	1.60211	0.98155	1.16454	1.4188	0.59907	0.71558	1.65318	1.09518	1.01321	0.97265	1.0502	1.23266	0.72825	0.63232	1.62784	1.45564
ENSRNOG00000000164	5.53266	5.45719	5.45587	5.44768	5.3819	5.51735	5.44595	5.45371	5.46669	5.32169	5.28735	5.37009	5.55134	5.44179	5.44154	5.45546	5.47358	5.49131	5.36068	5.34367	5.3771	5.49352	5.30833	5.47604	5.43544
ENSRNOG00000000165	-2.2462	-0.71206	-1.78114	-1.1476	-2.7284	-1.78467	-1.01962	-2.32315	-0.84601	-1.44644	-0.99563	-1.86812	-1.03831	-1.35349	-2.56822	-1.15066	-1.43094	-0.9906	-0.81054	-1.04228	-1.05677	-0.65087	-0.47394	-2.3685	-1.30605
ENSRNOG00000000166	-0.53921	-0.00548	0.18459	0.008	-0.06482	-0.51754	-0.3033	-0.61503	-0.14652	-0.1748	-0.34201	-0.55419	-0.14653	-0.62567	0.07413	-0.39334	-0.15716	-0.21087	-0.16575	-0.0347	-0.59275	-0.14997	-0.21031	-0.05276	-0.05712
ENSRNOG00000000167	2.63039	2.89501	2.62597	2.47065	2.72077	2.92166	2.90801	2.80656	2.8728	2.76911	3.10189	2.85373	2.97185	2.85999	2.90756	2.82454	2.80368	2.89328	2.96664	2.88611	2.7203	2.86474	2.83673	2.68231	3.0741
ENSRNOG00000000168	6.34432	6.31147	6.42971	6.25174	6.18302	6.21937	6.32243	6.26433	6.33268	6.3063	6.35669	6.26831	6.28594	6.2451	6.29633	6.33279	6.3173	6.3901	6.32581	6.24384	6.23803	6.3025	6.30046	6.30874	6.30546
ENSRNOG00000000169	1.78243	1.62262	1.74082	1.5413	1.6275	2.01004	1.87372	1.63809	1.59491	2.02637	1.81537	1.80606	1.92005	1.59612	1.85074	1.92665	1.8027	2.02667	1.76147	1.79383	1.84036	1.82579	1.56441	1.84141	1.78576
ENSRNOG00000000170	7.53626	7.6392	7.55178	7.49662	7.50171	7.49272	7.5317	7.52831	7.61862	7.53316	7.55881	7.55681	7.51756	7.47768	7.43706	7.44087	7.51428	7.53606	7.61121	7.59146	7.53842	7.56616	7.58547	7.46102	7.52692
ENSRNOG00000000172	8.14871	8.2366	8.14932	8.21116	8.16507	8.10902	8.09144	8.27001	8.18855	8.14436	8.09665	8.17144	8.12807	8.14909	8.1859	8.08696	8.1031	8.16058	8.16035	8.03246	8.13892	8.16696	8.12062	8.19305	8.05353
ENSRNOG00000000175	4.44657	4.4557	4.4066	4.4106	4.6433	4.51956	4.58058	4.54671	4.478	4.51524	4.55212	4.59643	4.52007	4.4943	4.57749	4.55002	4.55523	4.52668	4.49119	4.41415	4.50651	4.45536	4.54525	4.24501	4.46713
ENSRNOG00000000177	-2.45246	-1.25993	-1.60948	-3.25136	-1.50559	-0.58391	-1.36763	-2.1066	-1.38545	-1.77207	-1.80618	-1.54885	-1.84354	-2.1149	-1.90592	-2.04024	-0.74595	-2.81071	-1.35228	-1.15902	-1.05677	-2.17496	-0.89019	-1.65782	-1.96601
ENSRNOG00000000184	0.18579	-0.38694	0.13715	-0.09498	-0.33092	0.76864	-0.01947	0.22741	-0.26187	-0.1748	-0.47978	0.29142	0.15274	-0.19628	0.59566	0.53839	0.34759	0.4907	0.09756	-0.21256	-0.16644	0.72825	0.20548	0.23856	0.0502
ENSRNOG00000000185	1.40805	1.80887	1.60794	1.37786	1.71855	1.88066	1.72786	1.4797	1.26061	1.41424	1.60996	1.81999	1.67549	1.69954	1.35558	1.37433	1.52991	1.35587	1.3614	1.60983	1.39152	1.99936	1.69879	1.3941	1.60394
ENSRNOG00000000186	4.47052	4.57958	4.52881	4.47268	4.43623	4.73736	4.33822	4.21836	4.3659	4.49877	4.32528	4.511	4.45306	4.57617	4.39867	4.51339	4.20471	4.62064	4.64526	4.39098	4.30829	4.27573	4.63599	4.41304	4.47197
ENSRNOG00000000187	1.10322	0.99942	1.34112	1.07992	1.00201	1.27862	1.00614	0.67035	1.15213	1.1018	1.05822	1.07445	0.93358	1.04291	0.7994	1.31547	1.43289	0.66494	0.94617	0.99662	1.17556	0.9975	1.08916	1.05209	0.83005
ENSRNOG00000000190	5.17608	5.10286	5.19427	4.99711	5.07581	5.14335	5.0772	5.19666	5.20004	5.06636	5.08079	5.04047	5.17529	5.01327	5.11202	5.04723	5.09344	5.11994	4.96018	5.10665	5.18255	5.15574	4.99229	5.00266	5.07301
ENSRNOG00000000196	-1.10935	-1.01532	-0.86698	-1.38796	-2.38721	-0.80358	-1.36763	-0.93384	-0.75869	-0.95679	-0.89581	-1.86812	-1.26023	-1.35349	-1.58928	-2.04024	-1.29176	-1.47806	-2.00651	-1.57956	-0.49681	-1.57884	-1.09738	-1.52394	-1.17937
ENSRNOG00000000199	-0.42494	-0.24827	-1.78114	-0.52375	-0.48497	-0.65348	-0.51801	-1.04216	-0.95342	-0.36832	-0.27587	-0.35952	-0.14487	-0.6221	-0.11397	-0.60447	-0.74595	-1.33991	-0.90382	-1.1578	-0.03259	-0.7418	-0.40338	-0.47761	-0.76119
ENSRNOG00000000201	3.74844	3.92087	3.49941	3.41551	3.7335	3.56051	3.64218	3.56757	3.40969	3.64205	3.70572	3.90268	3.63357	3.78103	3.58363	3.83734	3.49414	3.77306	3.50321	3.73851	3.75932	3.33553	3.66692	3.5875	3.6248
ENSRNOG00000000204	4.6481	4.68286	4.74399	4.6222	4.72683	4.72107	4.71635	4.62721	4.65141	4.687	4.53741	4.51528	4.64741	4.69892	4.66876	4.63071	4.62936	4.58639	4.60656	4.57586	4.66788	4.66962	4.63808	4.7049	4.60554
ENSRNOG00000000219	5.29125	5.24612	5.22721	5.23195	5.22147	5.28258	5.28445	5.33264	5.32022	5.22348	5.26191	5.37009	5.28596	5.31725	5.20716	5.24814	5.29599	5.2718	5.2808	5.25804	5.40687	5.29687	5.28315	5.20545	5.22391
ENSRNOG00000000221	6.36068	6.42139	6.45653	6.45166	6.42461	6.403	6.34637	6.47424	6.39708	6.4478	6.32277	6.41891	6.36705	6.38907	6.39898	6.29267	6.36542	6.41105	6.3155	6.34175	6.41726	6.37781	6.38637	6.4573	6.29799
ENSRNOG00000000230	5.25246	5.34254	5.29362	5.31212	5.44592	5.34299	5.34699	5.34303	5.38636	5.36126	5.48662	5.40977	5.32521	5.39524	5.35876	5.37607	5.45393	5.43106	5.37192	5.49261	5.34348	5.36984	5.4556	5.30553	5.47571
ENSRNOG00000000231	2.47147	2.33535	2.42337	2.43413	2.35126	2.66726	2.1158	2.54376	2.3317	2.57635	2.55846	2.61097	2.41854	2.60989	2.28803	2.43055	2.29753	2.51045	2.42059	2.41056	2.49381	2.39083	2.49268	2.33114	2.4171
ENSRNOG00000000236	5.95914	5.98495	6.01814	6.00877	5.88286	5.99974	5.97017	6.03861	5.9329	5.99025	6.02301	6.00732	5.95968	6.01026	5.97593	5.92537	6.08238	5.97692	5.93265	5.97185	5.99877	5.86937	5.95	5.9631	6.00885
ENSRNOG00000000237	1.14045	1.20652	0.75526	1.4528	0.67825	1.03503	1.15053	1.22393	1.0829	0.9715	0.59217	0.92779	1.15212	0.82498	1.02509	1.09986	0.78509	1.13669	0.89169	0.99662	0.88634	1.22432	1.06447	0.96366	0.83005
ENSRNOG00000000244	7.60363	7.64839	7.63844	7.61299	7.69797	7.60008	7.6868	7.70048	7.67851	7.75263	7.68053	7.62683	7.6511	7.69169	7.64441	7.6319	7.66314	7.69193	7.67585	7.65471	7.64676	7.72525	7.62135	7.68365	7.72746
ENSRNOG00000000245	7.76784	7.77295	7.67004	7.79342	7.79111	7.70587	7.72358	7.74338	7.68728	7.71571	7.7635	7.74948	7.77127	7.73254	7.71221	7.68736	7.73384	7.754	7.76474	7.6719	7.7219	7.69244	7.80252	7.70512	7.7089
ENSRNOG00000000246	7.67097	7.71665	7.69687	7.72681	7.70911	7.68577	7.74578	7.67077	7.70922	7.7816	7.76255	7.66398	7.70873	7.72578	7.69316	7.68397	7.75054	7.69746	7.76852	7.75743	7.73122	7.69979	7.75534	7.6912	7.73377
ENSRNOG00000000247	5.79153	5.72258	5.73215	5.77508	5.77138	5.81085	5.83688	5.78198	5.8459	5.76392	5.78713	5.79013	5.78724	5.76155	5.87972	5.78327	5.81613	5.77598	5.84307	5.94381	5.75139	5.77102	5.81132	5.74501	5.76085
ENSRNOG00000000248	6.57002	6.58163	6.62344	6.54345	6.51248	6.49931	6.50815	6.55789	6.53415	6.51775	6.52092	6.50765	6.5151	6.52852	6.52642	6.456	6.48882	6.51258	6.51283	6.48237	6.46122	6.53884	6.54756	6.45324	6.43303
ENSRNOG00000000249	3.06733	2.90247	2.97528	3.01282	2.97829	3.01431	2.99348	2.99989	3.0465	2.83055	2.9889	2.86049	3.11166	2.98807	2.86281	2.86615	3.11646	2.92788	3.00564	3.07242	3.03313	3.02728	3.18473	3.06356	2.77096
ENSRNOG00000000250	6.30284	6.38922	6.33302	6.32151	6.34254	6.22907	6.27201	6.24599	6.3302	6.4093	6.37492	6.40107	6.36523	6.28543	6.2794	6.2303	6.26893	6.38948	6.41301	6.30435	6.35514	6.39927	6.3234	6.2884	6.26704
ENSRNOG00000000257	2.31744	2.42098	2.38327	2.30863	2.45023	2.39312	2.44942	2.43572	2.2179	2.36423	2.03364	2.35763	2.50929	2.2303	2.1775	2.30505	2.29753	2.2178	2.25783	2.38993	2.13805	2.3271	2.14966	2.18236	2.37643
ENSRNOG00000000258	6.51571	6.4311	6.48167	6.61504	6.51947	6.46535	6.58218	6.61807	6.49027	6.57384	6.5703	6.53377	6.46553	6.54548	6.52334	6.56636	6.53747	6.48554	6.56054	6.61994	6.51759	6.55457	6.52738	6.58366	6.5445
ENSRNOG00000000262	5.06671	4.99355	4.9502	4.97344	5.00704	5.05887	4.9871	4.98887	5.03573	5.01767	5.12156	5.02552	5.09845	5.09005	4.98948	5.10775	5.2166	5.08816	5.06237	5.07469	5.1215	5.01959	5.07494	5.10568	5.1307
ENSRNOG00000000264	2.03065	1.32233	1.5366	1.71877	1.94661	1.98737	1.72786	2.05247	1.73689	1.78393	1.84453	1.51211	1.70651	1.61135	1.8767	1.87323	1.9219	1.74552	1.63451	1.62756	1.66478	1.87118	1.52876	1.37708	1.87606
ENSRNOG00000000274	8.8182	8.9495	8.77257	8.9223	8.83696	8.79261	8.84895	8.86621	8.92135	8.86587	8.83947	8.87038	8.87089	8.90443	8.8089	8.7812	8.83996	8.78395	8.90059	8.7424	8.8255	8.84172	8.89105	8.8214	8.69941
ENSRNOG00000000275	2.98785	2.90989	2.86312	2.98784	2.76417	2.80979	2.90122	2.87817	2.95259	2.87496	2.74784	2.95819	2.78106	2.97635	2.98717	3.05791	3.11646	2.82147	2.85718	2.40028	2.97575	2.93767	2.76194	2.86428	2.88409
ENSRNOG00000000277	-1.50971	-1.01532	-1.78114	-0.94162	-0.56863	-0.39331	-1.01962	-0.84729	-0.67636	-1.30759	-0.99563	-0.87479	-1.26023	-1.35349	-1.21567	-0.68231	-1.29176	0.01194	-0.90382	-1.75224	-0.59275	-0.48918	-0.47394	-1.08618	-0.67317
ENSRNOG00000000279	3.53399	3.39039	3.4628	3.46599	3.54409	3.55901	3.27134	3.4691	3.56526	3.5359	3.44424	3.39033	3.34146	3.4988	3.31606	3.45785	3.50807	3.41145	3.37181	3.51492	3.49648	3.60808	3.50671	3.36914	3.53775
ENSRNOG00000000281	1.40805	1.60443	1.23246	1.79275	1.38221	1.83058	1.59954	1.35747	1.4558	1.58439	1.44841	2.10805	1.62768	1.39951	1.51284	1.60484	1.28506	1.51	1.42031	1.55529	1.17556	1.39977	1.22899	1.32479	1.33347
ENSRNOG00000000282	-0.21383	-0.45016	0.10151	0.11661	-0.11237	-0.64496	0.09014	-0.0247	-0.51452	-0.28712	-0.09172	0.218	-0.02743	0.26634	0.25365	0.016	-0.14573	0.16971	0.05754	-0.26984	-0.58188	0.13394	0.34606	0.17224	-0.04492
