ENSRNOG00000000024	4.08244	4.33693	3.57344	3.77897	3.92321	3.85248	3.91098	3.95468	3.75425	3.96194	4.23601	3.92814	3.98762	3.90873	3.99792	4.2007	3.87457	3.9591	3.99053	3.76103	3.85152	3.97159	3.93463	4.12095
ENSRNOG00000000033	3.74635	3.48214	4.05141	4.01923	3.8869	3.5381	3.87467	3.61084	4.20343	3.83752	3.65117	3.97482	3.84602	4.02744	3.80244	3.38786	3.87914	4.07742	3.85205	4.24027	3.95523	3.63331	4.17692	4.05854
ENSRNOG00000000034	4.75164	4.86182	4.38573	4.41981	5.02091	3.86526	4.70436	4.56014	4.12223	4.66988	4.2027	4.07399	3.8415	4.2831	4.71322	4.62923	4.62264	4.52335	4.64938	4.5664	4.94689	4.72073	4.90126	4.67253
ENSRNOG00000000036	8.62297	9.06104	7.17481	7.83988	8.96413	8.75775	9.25543	9.02887	8.35527	9.20149	8.22608	7.72983	7.90624	8.44338	9.31307	8.84665	7.553	8.61405	9.09201	8.9948	8.85674	8.40574	8.94458	8.58217
ENSRNOG00000000040	4.57538	4.52233	4.76229	4.69528	4.43164	4.08153	4.18746	4.26487	4.58863	4.54812	4.13367	4.46677	4.10906	5.00256	4.67645	3.91002	4.58113	4.46954	4.41954	4.72175	4.52625	4.30817	4.51197	4.5922
ENSRNOG00000000041	3.82237	3.56751	3.68739	3.60256	4.08179	2.68848	3.5547	3.81149	3.5821	3.76786	3.16338	3.67768	2.77241	3.87574	3.72533	3.65467	3.79106	3.79945	3.57291	3.79669	3.76172	3.62998	3.74173	3.99989
ENSRNOG00000000042	4.69525	4.76516	4.79139	4.76065	4.80926	5.1509	4.89541	4.85434	4.81983	4.81772	4.90201	4.83444	4.85952	4.73082	4.84498	4.67842	5.08139	4.77521	5.06991	4.766	4.73251	4.83879	4.77835	4.62756
ENSRNOG00000000043	7.26401	7.32872	7.1645	7.23556	7.34912	6.38237	7.06598	7.27123	7.03617	7.20212	6.38421	6.93448	6.43924	6.62972	7.07449	7.19936	7.2427	7.27924	7.10074	7.38754	7.24875	7.17948	7.41446	7.31816
ENSRNOG00000000044	4.9509	5.12274	4.97788	4.8384	4.98701	4.82421	4.95096	5.03122	5.04864	4.89676	4.801	4.93367	4.93139	4.52975	5.00974	4.92068	4.75296	4.93838	4.88838	5.15048	4.88913	4.99952	4.98471	4.97244
ENSRNOG00000000047	6.35922	6.15496	6.22016	6.2633	6.52787	6.22626	6.31764	6.18487	5.89382	6.43514	6.27963	6.15961	6.32181	6.21244	6.36129	6.55882	6.76737	6.32072	6.31953	6.13842	6.26295	6.47189	6.42308	6.25238
ENSRNOG00000000048	7.42733	7.51043	7.1883	7.21703	7.43901	7.5631	7.44965	7.53328	7.28799	7.39888	7.57182	7.34972	7.49893	7.43205	7.53223	7.67209	7.34555	7.48494	7.43932	7.4931	7.29338	7.56694	7.27714	7.28982
ENSRNOG00000000053	-1.10572	-3.48771	0.88665	-0.1456	-0.16756	-1.72067	0.62083	-0.44228	0.27421	-1.52838	-0.14173	1.46906	-0.67017	1.59292	-1.332	-0.74573	-0.43203	-1.32444	-1.4565	-3.48771	-0.48039	-0.72638	-1.54221	-0.54029
ENSRNOG00000000054	5.43545	5.8402	5.68857	5.56401	5.42233	5.18188	5.31672	5.74744	5.49572	5.31279	5.31753	5.4542	5.07488	5.29923	5.33481	5.48676	5.6063	5.53026	5.49031	5.55671	5.3118	5.35531	5.43479	5.51305
ENSRNOG00000000060	0.83108	-0.03509	-0.33454	0.41454	0.49444	1.99593	1.41103	1.2672	1.07415	1.01475	1.76609	0.64272	1.47798	0.52183	2.12372	0.24076	-0.03786	0.67413	0.69829	1.06902	0.84216	0.82823	0.49678	1.11158
ENSRNOG00000000062	5.23965	5.0761	4.98247	5.00759	4.91672	5.13515	5.32347	5.06414	5.25599	4.98934	5.21766	5.24611	5.18234	5.16205	5.20999	5.34023	4.99974	5.36793	5.0917	5.2281	4.93214	5.16877	4.59018	5.20989
ENSRNOG00000000064	5.29244	5.40719	5.11814	5.46803	5.13753	5.33523	5.44142	5.53242	5.41216	5.30498	5.53924	5.27821	5.24694	6.03058	5.45403	5.18177	5.30182	5.17263	5.24615	5.34938	5.00847	5.13647	5.48806	5.27652
ENSRNOG00000000066	4.75916	4.75334	4.75424	4.89357	4.91672	5.00258	4.81627	4.94549	4.80834	4.92353	4.91646	4.80891	5.06135	4.58359	4.95552	4.88684	4.75046	4.76585	4.79748	4.85518	4.96357	4.84114	4.80483	4.8942
ENSRNOG00000000068	6.44256	6.31618	6.4391	6.37561	6.58352	6.64293	6.64515	6.43454	6.57448	6.47258	6.52578	6.63772	6.40832	6.49873	6.4834	6.57898	6.3595	6.60898	6.65062	6.30846	6.61736	6.50947	6.42735	6.57571
ENSRNOG00000000070	5.02349	5.10891	4.98018	4.9527	4.99343	5.48216	5.22416	5.08491	5.29355	5.03349	5.28447	5.29454	5.35068	5.15969	5.14509	5.34876	5.02472	5.1673	5.25657	4.92405	4.99231	5.16689	4.92076	4.99553
ENSRNOG00000000073	3.30054	3.46051	3.24658	3.13672	3.36025	4.38946	4.07596	3.46353	3.6379	3.0657	4.26858	3.34879	4.30547	3.53895	3.56022	3.40921	3.16007	3.21116	3.91357	3.07796	3.48059	3.23434	2.74389	3.00964
ENSRNOG00000000075	4.14119	4.17814	4.12392	4.03064	3.87305	4.20399	4.2276	4.2071	4.25512	4.0728	4.2393	4.11868	4.04373	3.93658	4.05633	3.82917	3.775	3.92584	4.0223	4.03057	4.04809	4.00143	4.29372	4.02222
ENSRNOG00000000081	5.27506	5.29761	5.29299	4.8319	5.20545	5.65897	5.10189	5.27564	5.01071	5.17561	5.79758	5.24051	5.85282	5.48231	5.15225	5.11024	5.35369	5.35861	4.9954	5.01852	5.26379	5.01424	4.77299	5.22062
ENSRNOG00000000082	4.88596	4.97802	5.18148	4.6639	5.01882	4.76405	5.21512	5.13667	4.97861	4.9578	4.69718	5.29994	4.81414	5.12138	4.85818	5.10534	5.27951	5.14218	5.28885	4.81362	5.10183	4.82455	4.74317	4.73372
ENSRNOG00000000091	4.88342	5.32977	4.78688	4.95872	5.16794	4.23028	5.18044	4.9572	4.76846	5.19054	4.29107	4.83576	3.85344	5.30944	5.27181	5.12528	4.56317	5.09701	5.46657	4.9812	5.24598	4.87682	4.60593	5.09447
ENSRNOG00000000095	4.55248	4.84523	4.65697	4.70005	4.6037	4.60294	4.81866	4.66808	4.75747	4.76176	4.71855	4.72145	4.54648	4.79003	4.79326	4.59237	4.78256	4.64841	4.80155	4.68125	4.70798	4.56385	4.71273	4.69834
ENSRNOG00000000096	1.75489	2.12334	1.8911	2.11602	2.13025	1.84922	1.9364	1.75582	1.92058	1.9185	1.81981	2.0742	1.79064	2.58559	2.18085	1.8792	2.06622	2.21813	1.89005	1.67525	2.32786	1.93983	2.29843	2.00084
ENSRNOG00000000098	5.40221	5.47168	5.38091	5.12394	5.35913	5.39228	5.50218	5.27364	5.42601	5.38421	5.40361	5.37248	5.42198	5.48231	5.35201	5.54579	4.93091	5.22826	5.44285	5.52559	5.2621	5.40081	5.15701	5.27137
ENSRNOG00000000104	5.22705	5.2182	5.43891	5.34098	5.21829	5.27902	5.14063	5.1586	5.33418	5.14093	5.37698	5.40593	5.25884	5.34567	5.22365	4.98786	5.53852	5.08683	5.12946	5.32659	5.19659	5.15176	5.29419	5.21526
ENSRNOG00000000105	5.16044	5.04495	5.53278	5.35314	5.07839	4.09967	4.94002	4.97051	4.93172	5.00099	4.29411	5.03691	4.51847	4.81425	5.03126	5.05374	5.4429	5.03708	4.84759	5.01445	4.95317	5.16877	4.86144	5.1717
ENSRNOG00000000108	5.87343	5.7905	5.67728	5.52019	5.51446	5.37302	5.83303	5.91275	5.65065	5.70938	4.99835	5.63346	5.10721	5.26449	5.55337	5.78201	5.58126	5.73135	5.70343	5.81133	5.50078	5.56969	5.43817	5.56589
ENSRNOG00000000111	3.14846	3.18083	3.14365	3.12259	3.1311	3.00304	3.02265	2.99257	3.00764	3.0657	3.148	3.15258	3.02388	3.80377	3.02557	2.7405	3.03448	2.93009	2.91081	3.16865	2.75895	3.11461	2.94777	3.00964
ENSRNOG00000000112	5.87227	5.81769	5.83553	5.96852	5.92917	5.99476	5.78371	5.83314	5.97742	5.76053	5.97577	5.87913	5.97123	5.78464	5.97076	5.82832	5.79118	5.74572	5.79414	5.71806	5.91403	5.91703	5.83244	5.86266
ENSRNOG00000000113	3.92193	3.51048	3.45937	3.64196	3.71634	3.2634	3.49879	3.52562	3.35692	3.36516	2.97726	3.48401	2.63252	3.34477	3.68887	3.48658	3.37609	3.41069	3.50762	3.37953	3.61335	3.60025	3.41474	3.61389
ENSRNOG00000000121	3.82012	3.8635	3.88954	3.89581	3.8017	3.00304	3.53413	3.76751	3.57601	3.60794	3.15498	3.68232	3.1165	3.79162	3.72773	3.55043	3.95476	3.49814	3.70322	3.81819	3.78269	3.85032	3.76695	3.94238
ENSRNOG00000000122	5.8872	6.16725	5.75723	5.75137	5.64655	6.38998	5.74275	5.92812	6.03437	5.83832	6.35205	5.86753	6.44968	5.96716	5.79323	5.62434	5.79721	5.66862	5.77558	6.17258	5.54021	5.84122	5.82979	5.80083
ENSRNOG00000000123	5.32491	5.42219	5.36867	5.64661	5.5085	5.51363	5.43987	5.51212	5.41973	5.42514	5.6385	5.56153	5.64826	5.29493	5.15403	5.22756	5.32212	5.24689	5.52275	5.42339	5.16809	5.37336	5.22527	5.54612
ENSRNOG00000000127	6.74553	6.96539	6.60402	6.54487	6.71618	7.08447	6.68698	6.66581	6.68959	6.63028	7.00212	6.68802	6.92557	6.58221	6.78805	6.7654	6.52625	6.70647	6.71629	6.82769	6.68681	6.7061	6.39546	6.64438
ENSRNOG00000000129	1.3657	0.56053	2.23718	2.49098	1.69903	0.26701	1.97121	1.47729	1.86251	1.90202	0.21974	1.75988	0.52342	1.24644	1.66443	1.23396	1.38089	1.2854	1.171	1.83147	1.91277	1.51243	2.15757	1.76716
ENSRNOG00000000130	4.39723	3.33141	4.76229	5.19323	4.78481	5.27424	4.37134	3.90882	4.57061	4.17231	5.48761	4.96257	5.99175	5.28846	4.00979	4.43212	5.01436	4.31433	4.19638	3.65522	4.52062	4.20202	4.90126	4.34338
ENSRNOG00000000133	5.84071	5.8402	5.96542	5.76056	5.82027	5.92016	5.94888	5.99918	5.87651	5.82967	5.88942	5.90913	5.81761	5.86655	5.88203	5.90547	5.99878	5.89605	5.90337	5.98777	5.89133	5.93703	6.01139	5.81036
ENSRNOG00000000137	3.23731	2.70457	2.46446	2.76119	3.39298	2.82255	3.21643	3.04061	2.66103	3.78907	3.38028	3.00166	2.71382	3.13962	2.28874	2.95167	2.54054	2.83475	3.23384	3.19046	2.05963	3.00102	1.67381	2.99305
ENSRNOG00000000138	0.33647	0.4478	1.13805	-0.3671	0.1712	1.34013	-0.52154	-1.47933	-0.07711	-0.21473	1.39344	0.69613	0.88114	0.68833	-1.6934	-0.26801	1.72375	-0.03606	-0.47745	-0.13455	-0.08782	0.57961	-0.23143	0.0142
ENSRNOG00000000142	7.1319	7.82377	7.39549	7.51064	7.49963	6.42497	7.34738	7.27967	7.194	7.48677	6.48202	7.316	6.3145	6.69003	7.52639	7.12691	7.62182	7.53612	7.49604	7.69159	7.61242	7.18988	7.4553	7.60469
ENSRNOG00000000145	4.77656	4.62959	5.00298	4.9547	4.87562	4.98512	4.929	4.68329	4.77331	4.90091	4.85346	4.93784	4.80721	5.22212	5.03513	5.08393	4.88617	4.80296	4.93177	5.08601	4.63956	5.29463	4.67302	4.79002
ENSRNOG00000000150	4.97694	5.17237	4.81219	4.8319	4.8141	5.55498	5.13489	5.14987	5.19993	4.9598	5.3992	5.08024	5.47542	5.27979	5.22365	5.06723	4.9892	4.90035	4.98648	4.92188	4.92577	5.11907	4.874	4.78521
ENSRNOG00000000151	3.5751	3.75515	3.45276	3.65183	3.48694	3.14259	3.56863	3.91399	3.38813	3.66763	3.42141	3.53986	3.37581	3.47201	3.37679	3.44066	3.31664	3.50941	3.50762	3.49504	3.61335	3.64955	3.1596	3.39144
ENSRNOG00000000155	5.07462	4.89176	4.89741	5.10968	4.90542	5.24682	5.0253	4.93027	5.10608	4.87371	5.05918	5.10143	5.25715	4.99464	4.9718	4.85023	4.86557	5.05449	5.04779	4.9773	5.07138	5.01633	4.88893	4.87848
ENSRNOG00000000156	4.93991	4.02938	4.88764	4.83624	5.02927	5.08321	4.33505	3.80694	4.98713	4.66745	4.99056	4.81646	5.03983	4.22556	4.36751	4.98075	4.66299	5.24858	4.4716	3.74638	4.73251	4.46633	4.8988	5.11342
ENSRNOG00000000157	5.34837	5.24586	5.34745	5.44832	5.30168	5.45986	5.50366	5.42249	5.39945	5.29555	5.221	5.51862	5.47251	5.41857	5.51361	5.33466	5.50044	5.56444	5.55086	5.27478	5.38637	5.32191	5.38475	5.35001
ENSRNOG00000000158	3.43811	2.37529	3.22347	3.64196	3.05132	3.44467	2.5336	2.00864	2.91782	3.69658	4.0043	4.18557	3.55749	3.60291	3.54398	3.69217	4.47937	4.52612	3.68569	1.83147	4.64216	3.63331	5.08536	4.07834
ENSRNOG00000000161	3.60879	3.9332	3.57344	3.71445	3.68496	4.04079	3.60233	3.56558	3.88397	3.68218	3.7651	3.99627	3.89478	4.12264	3.51094	3.82917	3.90628	3.64334	3.93968	3.4774	3.90431	3.67093	3.31508	3.60845
ENSRNOG00000000164	7.3939	7.495	7.21002	7.09697	7.20744	7.36395	7.44075	7.30054	7.29247	7.12229	7.34595	7.35258	7.24824	7.06536	7.25721	7.46308	7.18858	7.41325	7.42057	7.2757	7.24984	7.2296	6.96707	7.20863
ENSRNOG00000000165	-0.2512	0.50527	0.37387	0.04637	0.39453	-0.36813	0.03384	-0.55201	-0.62318	0.50556	-0.72422	0.27257	-0.67017	0.03693	-0.25615	-0.26801	0.27141	0.93039	0.51196	-0.6506	0.76814	-0.1011	1.12016	0.51018
ENSRNOG00000000166	2.83396	3.13605	2.78172	3.15768	3.16939	2.93191	2.78903	2.9122	2.89628	2.98979	3.22965	3.28049	3.10147	2.40599	2.69391	3.11651	3.01798	2.92168	2.75147	3.01416	2.55395	3.00102	3.40092	3.23093
ENSRNOG00000000167	0.75286	0.8539	0.92536	0.58921	-0.02238	0.2147	0.53037	1.20109	0.18225	0.36839	0.82109	0.66967	0.61093	0.57949	0.35324	0.41974	0.42944	1.31138	0.04656	0.35185	0.27492	1.16603	0.82127	0.80446
ENSRNOG00000000168	5.49972	5.52995	5.44392	5.75828	5.67877	5.44999	5.11557	5.4898	5.59379	5.79663	5.46109	5.41093	5.42198	5.36219	5.54115	5.26317	5.41324	5.71927	5.4597	5.54265	5.28551	5.60066	5.41773	5.53184
ENSRNOG00000000169	3.67391	3.67603	3.60954	3.98056	3.68496	3.66049	3.48681	3.62351	3.78584	3.69179	3.69974	3.57236	3.65336	3.00931	3.58688	3.47144	3.75523	3.62791	3.42024	3.51246	3.57587	3.50227	3.81985	3.603
ENSRNOG00000000170	5.62577	5.50376	5.59263	5.56008	5.48895	6.08131	5.853	5.55741	5.80025	5.56119	6.07944	6.01604	6.08448	5.71398	5.63613	5.76141	5.53418	5.6824	5.78285	5.64228	5.70675	5.65263	5.26968	5.32868
ENSRNOG00000000172	3.69498	3.75515	3.98424	3.74707	3.71116	3.51666	3.83743	3.29946	3.93769	3.64306	3.83634	3.8914	3.82787	4.34675	3.89498	3.48155	4.25493	3.99963	3.72911	3.28133	3.85152	3.65493	3.7008	3.95528
ENSRNOG00000000175	5.98669	6.38382	6.14732	6.02567	6.05517	6.06108	5.78371	6.03875	5.93755	5.88415	6.09314	5.85878	5.98562	5.68472	5.82269	5.91203	6.04327	5.94772	5.73892	6.11295	5.92472	5.98689	6.23333	6.05574
ENSRNOG00000000177	3.39369	4.22593	3.83974	3.81898	3.76716	3.67992	3.32805	3.54574	3.8582	3.45824	4.07964	3.75334	3.82787	3.69057	3.44251	3.48658	4.20115	3.26535	3.22173	3.66564	3.63953	3.84092	3.86082	3.23093
ENSRNOG00000000184	1.53883	1.96849	1.10471	1.56686	2.87718	2.5753	2.82753	2.5633	2.08197	2.84217	2.04704	1.0439	1.54617	2.6272	3.24235	2.07893	1.21712	1.77073	2.73452	2.6339	3.07515	1.38884	2.31326	2.09712
ENSRNOG00000000185	5.74168	6.26303	6.03012	5.8394	5.7373	5.2005	5.83657	5.7285	5.80701	5.73285	5.20594	5.74379	5.16076	5.62436	5.79551	5.77586	5.79844	5.70341	5.5808	5.99914	5.72521	5.745	6.09317	5.86835
ENSRNOG00000000186	6.66574	7.59227	6.54543	7.16149	7.13817	7.22416	7.09711	6.95995	6.98281	7.14478	6.76367	6.33718	6.47106	6.42397	7.49892	7.10867	6.43522	6.7144	7.25776	7.19977	7.15364	6.99703	7.45321	6.93667
ENSRNOG00000000187	4.15646	3.91741	3.73469	4.00003	4.43479	4.98121	4.07596	3.96965	3.6379	4.30979	5.13177	4.29997	5.00189	4.36736	3.43078	4.15719	4.51214	4.2884	4.23002	3.78512	3.28876	4.12664	3.90065	4.30357
ENSRNOG00000000190	5.87689	6.04784	5.92421	6.06594	5.96117	5.92118	5.97698	5.90498	5.99948	5.92752	5.82848	5.94886	5.87287	5.87088	6.11881	6.01049	5.90433	5.96317	5.99783	5.80428	6.09902	6.007	5.56754	6.03158
ENSRNOG00000000195	1.50726	1.45399	0.07585	0.94465	0.94545	2.54246	1.9047	1.29947	0.90207	0.93409	1.80177	-1.36921	3.33771	0.35288	0.97411	-1.10508	-0.89894	0.48566	0.97341	0.69639	1.54365	0.24978	1.69888	0.91003
ENSRNOG00000000196	5.61889	3.80749	5.89281	6.16756	4.17357	3.60568	5.59297	5.94719	5.80508	4.65521	1.92161	5.69461	3.66363	4.79003	4.50808	5.58736	3.6087	5.11292	4.95391	5.43104	4.3879	6.20686	4.83855	4.31363
ENSRNOG00000000201	3.94594	3.70065	5.18905	5.26457	3.73229	3.05336	5.06469	3.89216	5.49256	3.24817	2.9551	4.45817	2.23226	3.43493	4.11975	3.80255	3.20463	3.80376	3.43825	4.62026	3.82817	4.58959	4.38312	4.34168
ENSRNOG00000000204	6.15104	6.12205	6.34676	6.17957	5.9546	7.11244	6.42118	6.23631	6.6124	5.99898	7.15755	6.6909	7.24525	6.88054	6.04186	6.14543	6.08939	6.1946	6.39157	5.94243	6.2366	6.21506	5.93191	6.1259
ENSRNOG00000000219	5.85833	6.05387	5.65153	5.52019	5.69986	6.35343	5.9291	5.79303	5.68352	5.99801	6.05818	5.74537	5.89592	5.9358	5.92447	5.99027	5.49746	5.90888	5.95823	5.86091	5.90435	5.78477	5.64288	5.73754
ENSRNOG00000000221	4.57538	5.19656	4.61614	4.54436	4.6984	8.15121	4.75766	4.79675	4.63923	4.5241	7.51799	4.75014	7.12732	4.93237	4.95552	4.8365	4.56419	4.70342	4.9093	4.77324	4.56775	4.72585	4.6759	4.62217
ENSRNOG00000000230	4.61738	4.98055	4.5619	4.74919	4.5981	4.61055	4.76015	4.73092	4.63923	4.68681	4.50831	4.63177	4.4899	4.79003	4.69372	4.85218	4.69965	4.59915	4.56802	4.78524	4.60543	4.81016	4.69017	4.79481
ENSRNOG00000000231	4.40365	4.49777	4.86791	4.85132	4.45042	4.41576	4.2276	4.02802	4.55694	4.29725	4.74887	4.7674	4.71641	4.95161	4.13433	4.18221	4.452	4.33665	4.1524	4.44162	4.41544	4.66588	4.50552	4.40424
ENSRNOG00000000236	6.93455	6.9126	6.95741	6.98616	6.95192	7.26854	6.8933	6.86174	7.06355	6.84263	7.16233	7.06221	7.13056	7.05269	6.87986	6.87113	6.93161	6.9754	6.96811	6.86094	6.91565	6.88828	6.87634	6.89431
ENSRNOG00000000237	3.36768	3.3706	3.05914	3.56563	3.13884	3.10716	3.32132	3.32296	3.10477	3.35309	2.85393	3.18096	2.99976	3.46438	3.43665	3.10347	3.32337	3.55364	3.47738	2.99776	3.30848	3.24863	3.10096	3.33332
ENSRNOG00000000239	0.94098	1.64967	0.62967	1.07371	0.67563	2.76004	1.10114	0.08323	2.74378	0.88665	3.15498	0.86889	3.10147	2.45303	1.27602	0.94331	-0.34411	0.67413	0.5512	1.00482	1.69035	2.35089	1.88713	0.46278
ENSRNOG00000000244	3.49327	3.21568	3.63312	3.81898	3.67435	3.90294	3.29409	3.26751	3.5624	3.6231	3.714	3.48401	3.97118	3.7293	3.40103	3.40391	3.52945	3.41069	3.3935	3.47148	3.31499	3.34489	3.47535	3.46546
ENSRNOG00000000245	5.16611	5.1657	4.11139	4.30869	5.07839	5.0667	5.29112	5.14548	4.77528	4.85029	4.7763	4.60059	4.45485	4.95977	5.09766	5.07059	4.35355	5.1494	5.04091	4.98772	4.3408	5.00163	4.55629	4.65682
ENSRNOG00000000246	6.01733	5.96578	5.85572	5.80661	6.04285	5.68924	6.16347	5.96597	5.97828	5.9834	5.47092	5.83739	5.46958	5.92054	6.18837	6.03902	6.03202	5.97338	6.07474	6.10149	5.96772	5.81389	5.85035	5.94042
ENSRNOG00000000247	5.53521	5.36707	5.15932	5.0267	5.43967	5.47939	5.60825	5.41157	5.12627	5.31901	5.15111	5.10019	5.04377	5.27543	5.49543	5.46526	5.16992	5.38638	5.42843	5.68516	5.23316	5.43402	5.20751	5.10379
ENSRNOG00000000248	7.84876	8.02136	8.04796	8.16083	7.94728	8.44138	7.90716	8.05756	8.23491	8.05238	8.44862	8.09053	8.68812	7.89466	7.92419	7.81367	7.97287	7.86512	7.96986	8.08051	8.04078	7.93435	8.17177	7.99304
ENSRNOG00000000249	2.10897	2.19494	2.15813	1.60803	2.35953	1.96459	2.54519	2.3961	1.83258	2.48103	1.57103	2.28061	1.52379	2.12539	1.32752	2.47288	2.1443	2.13325	2.06292	2.14615	1.89549	1.93983	2.03764	1.93288
ENSRNOG00000000250	4.60907	4.39509	4.60724	4.64176	4.39656	5.2255	4.33171	4.33975	4.71912	4.22624	5.19073	4.63006	5.25035	4.63208	4.26886	4.28396	4.41153	4.35238	4.37922	4.45068	4.4602	4.4602	4.74317	4.30693
ENSRNOG00000000257	3.8533	2.31229	4.25507	4.5149	4.33725	4.52988	4.10367	3.89321	4.09412	4.20626	5.06104	4.57231	4.89045	4.51505	3.53305	3.60233	4.81872	4.23508	3.97618	2.45326	4.09804	3.47822	4.41215	4.25917
ENSRNOG00000000258	4.93328	5.02789	4.88027	5.04368	4.98701	5.33676	5.01491	4.89933	5.1583	4.98152	5.32374	5.06256	5.11472	5.16911	4.92867	4.95557	4.90648	4.96523	4.93363	5.01241	4.93214	5.02465	5.13422	4.93602
ENSRNOG00000000262	4.67683	4.78849	4.76762	4.82755	4.6037	4.25669	4.43817	4.35503	4.68393	4.59499	4.3254	4.70036	4.40369	4.6115	4.54934	4.35994	4.86327	4.53718	4.5536	4.78045	4.89567	4.50554	5.17133	4.68291
ENSRNOG00000000264	4.98338	5.16124	4.75693	4.77654	5.0944	5.09411	5.25097	5.22248	4.88691	5.16702	4.78758	4.93089	4.61423	5.23563	5.19967	5.01944	4.83294	5.0962	5.0716	5.11671	5.01248	4.81497	5.01678	5.04264
ENSRNOG00000000274	0.28182	-0.51697	-0.33454	0.7076	-0.16756	0.3175	0.62083	0.85919	-0.02137	-0.62792	0.10902	-0.49932	-0.38977	-0.56782	-0.69603	0.0364	-0.43203	-0.24745	0.04656	-0.13455	-0.31035	-0.3368	-1.54221	-0.27623
ENSRNOG00000000275	5.00463	5.25007	4.9939	5.12926	4.90768	3.82657	4.76512	4.89933	4.73337	5.15491	3.75134	4.72305	3.52407	4.80219	5.21684	5.14565	4.39246	4.79377	4.8137	5.5511	5.02644	5.21134	5.22723	4.8091
ENSRNOG00000000277	3.93083	3.59893	4.21267	3.77446	3.59217	3.07817	3.77478	3.66088	3.98268	4.09108	3.06885	3.84486	2.94188	3.65748	3.74677	3.44066	3.91967	3.7799	3.83228	3.87765	4.30852	3.64955	3.78303	4.16234
ENSRNOG00000000279	4.66353	5.0879	4.58626	4.64918	4.84519	4.74343	5.07814	4.89411	4.7068	4.98152	4.62608	4.61453	4.357	5.03899	4.68634	4.89821	4.71252	4.60966	4.87877	4.80186	4.60277	4.81497	4.71552	4.7237
ENSRNOG00000000281	5.14138	4.89982	5.2555	5.23325	5.36409	3.92346	4.82105	5.05948	4.99728	5.01254	3.96907	4.81495	4.09015	5.01306	4.87775	4.78639	5.02266	5.07928	4.97209	4.98356	5.38791	4.91469	5.14255	5.42613
ENSRNOG00000000282	-0.85363	-0.20903	0.64552	0.43802	-0.52933	-2.00339	0.70346	0.5314	-0.44249	-0.15353	-0.94537	-0.64715	-1.58178	-0.33692	-0.80274	-0.1157	0.12073	-0.70114	0.21044	0.17119	-0.1786	0.25715	-1.41941	-0.00967
ENSRNOG00000000283	4.58388	4.59361	4.63378	4.6218	4.65048	4.47256	4.44437	4.68329	4.46725	4.62291	4.59816	4.42585	4.47248	4.56943	4.66398	4.5083	4.5297	4.67368	4.4458	4.87551	4.56502	4.52915	4.789	4.5977
